CallTimes	tTotal	tInit	tVG	tLFG	tQC	tSBC	0	1	2	3	4	5	6	7	8	9	10	9Rate	0time	1time	2time	3time	4time	5time	6time	7time	8time	9time	10time	nSuccessCase
OKCase
58000001	377019	0	371	160873	163422	158729	60443	58000001	0	0	0	0	0	0	0	0	0	1.0	376592	0	0	0	0	0	0	0	0	0	0	125108865	1
59000001	382923	0	375	163399	165982	161190	61458	59000001	0	0	0	0	0	0	0	0	0	1.0	382493	0	0	0	0	0	0	0	0	0	0	126108865	1
60000001	388806	0	381	165894	168520	163699	62414	60000001	0	0	0	0	0	0	0	0	0	1.0	388372	0	0	0	0	0	0	0	0	0	0	127108865	1
61000001	394624	0	386	168340	170998	166094	63439	61000001	0	0	0	0	0	0	0	0	0	1.0	394186	0	0	0	0	0	0	0	0	0	0	128108865	1
62000001	400475	0	392	170829	173530	168607	64418	62000001	0	0	0	0	0	0	0	0	0	1.0	400035	0	0	0	0	0	0	0	0	0	0	129108865	1
63000001	406341	0	395	173302	176041	171092	65419	63000001	0	0	0	0	0	0	0	0	0	1.0	405897	0	0	0	0	0	0	0	0	0	0	130108865	1
64000001	412305	0	396	175899	178670	173563	66439	64000001	0	0	0	0	0	0	0	0	0	1.0	411859	0	0	0	0	0	0	0	0	0	0	131108865	1
65000001	418092	0	402	178235	181050	176053	67513	65000001	0	0	0	0	0	0	0	0	0	1.0	417641	0	0	0	0	0	0	0	0	0	0	132108865	1
66000001	424058	0	409	180760	183608	178599	68499	66000001	0	0	0	0	0	0	0	0	0	1.0	423602	0	0	0	0	0	0	0	0	0	0	133108865	1
67000001	430004	0	416	183279	186169	181097	69484	67000001	0	0	0	0	0	0	0	0	0	1.0	429544	0	0	0	0	0	0	0	0	0	0	134108865	1
67108864	430695	0	418	183592	186490	181379	69575	67108864	0	0	0	0	0	0	0	0	0	1.0	430235	0	0	0	0	0	0	0	0	0	0	134217728	1
